starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
2020-08-01 00:02:27.6670,2020-08-01 00:18:28.9510,3593,31 St & Broadway,40.761584,-73.925921,3716,40 Ave & Crescent St,40.7535992020056,-73.9379560947418,39367,Customer,1989,1
2020-08-01 00:02:27.8430,2020-08-01 00:05:22.4490,346,Bank St & Hudson St,40.73652889,-74.00618026,127,Barrow St & Hudson St,40.73172428,-74.00674436,16136,Customer,1993,1
2020-08-01 00:02:28.2330,2020-08-01 00:27:43.3150,432,E 7 St & Avenue A,40.72621788,-73.98379855,3781,Greene Av & Myrtle Av,40.698568,73.918877,38187,Subscriber,1997,1
2020-08-01 00:02:28.6400,2020-08-01 00:22:20.3540,346,Bank St & Hudson St,40.73652889,-74.00618026,514,12 Ave & W 40 St,40.76087502,-74.00277668,26126,Customer,1985,2
2020-08-01 00:02:30.9080,2020-08-01 00:14:46.2430,3467,W Broadway & Spring St,40.7249467235942,-74.0016585588455,346,Bank St & Hudson St,40.73652889,-74.00618026,42181,Subscriber,1989,1
2020-08-01 00:02:30.9100,2020-08-01 00:22:12.4940,346,Bank St & Hudson St,40.73652889,-74.00618026,514,12 Ave & W 40 St,40.76087502,-74.00277668,32583,Customer,1969,0
2020-08-01 00:02:31.1380,2020-08-01 00:12:03.7170,3664,North Moore St & Greenwich St,40.7201952143747,-74.0103006362915,363,West Thames St,40.70834698,-74.01713445,41286,Subscriber,1988,2
2020-08-01 00:02:32.4980,2020-08-01 00:09:59.6580,3718,E 11 St & Avenue B,40.7274642069239,-73.9795041829348,507,E 25 St & 2 Ave,40.73912601,-73.97973776,19007,Subscriber,1993,1
2020-08-01 00:02:37.3530,2020-08-01 00:07:48.0490,3328,W 100 St & Manhattan Ave,40.795,-73.9645,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,38405,Subscriber,1997,1
2020-08-01 00:02:40.7650,2020-08-01 00:32:20.1740,418,Front St & Gold St,40.70224,-73.982578,3569,Franklin Ave & St Marks Ave,40.6758324,-73.9561677,29912,Customer,1989,1
