date,maxtemp,mintemp,avgtemp,precipitation,snowfall,latitude,longitude
1/1/11 0:00,51,38,44.5,0,0,40.84,-73.85
1/2/11 0:00,52,38,45,0.01,0,40.84,-73.85
1/3/11 0:00,38,29,33.5,0,0,40.84,-73.85
1/4/11 0:00,42,32,37,0,0,40.84,-73.85
1/5/11 0:00,40,32,36,0,0,40.84,-73.85
1/6/11 0:00,33,29,31,0,0,40.84,-73.85
1/7/11 0:00,36,29,32.5,0.2,2,40.84,-73.85
1/8/11 0:00,32,26,29,0.01,0.1,40.84,-73.85
1/9/11 0:00,34,28,31,0,0,40.84,-73.85
1/10/11 0:00,36,27,31.5,0,0,40.84,-73.85
1/11/11 0:00,31,25,28,0.22,2.7,40.84,-73.85
1/12/11 0:00,34,26,30,0.38,6.3,40.84,-73.85
1/13/11 0:00,31,20,25.5,0,0,40.84,-73.85
1/14/11 0:00,30,20,25,0,0,40.84,-73.85
1/15/11 0:00,39,25,32,0,0,40.84,-73.85
1/16/11 0:00,37,27,32,0,0,40.84,-73.85
1/17/11 0:00,27,22,24.5,0,0,40.84,-73.85
1/18/11 0:00,42,26,34,1,2.2,40.84,-73.85
1/19/11 0:00,42,36,39,0.07,0,40.84,-73.85
1/20/11 0:00,36,31,33.5,0,0,40.84,-73.85
1/21/11 0:00,34,20,27,0.37,4,40.84,-73.85
1/22/11 0:00,26,16,21,0,0,40.84,-73.85
1/23/11 0:00,26,13,19.5,0,0,40.84,-73.85
1/24/11 0:00,25,9,17,0,0,40.84,-73.85
1/25/11 0:00,37,25,31,0.07,1.5,40.84,-73.85
1/26/11 0:00,35,30,32.5,0.99,10.6,40.84,-73.85
1/27/11 0:00,38,31,34.5,0.58,6.2,40.84,-73.85
1/28/11 0:00,36,30,33,0.01,0.1,40.84,-73.85
1/29/11 0:00,37,30,33.5,0,0.1,40.84,-73.85
1/30/11 0:00,40,30,35,0,0,40.84,-73.85
1/31/11 0:00,32,25,28.5,0,0,40.84,-73.85
2/1/11 0:00,31,26,28.5,0.2,1,40.84,-73.85
2/2/11 0:00,39,27,33,0.72,0.7,40.84,-73.85
2/3/11 0:00,35,26,30.5,0,0,40.84,-73.85
2/4/11 0:00,35,25,30,0,0,40.84,-73.85
2/5/11 0:00,42,31,36.5,0.18,0,40.84,-73.85
2/6/11 0:00,45,38,41.5,0,0,40.84,-73.85
2/7/11 0:00,46,34,40,0.1,0,40.84,-73.85
2/8/11 0:00,41,21,31,0.14,0,40.84,-73.85
2/9/11 0:00,32,17,24.5,0,0,40.84,-73.85
2/10/11 0:00,30,24,27,0,0,40.84,-73.85
2/11/11 0:00,39,22,30.5,0,0,40.84,-73.85
2/12/11 0:00,41,29,35,0,0,40.84,-73.85
2/13/11 0:00,47,30,38.5,0,0,40.84,-73.85
2/14/11 0:00,58,39,48.5,0,0,40.84,-73.85
2/15/11 0:00,39,28,33.5,0,0,40.84,-73.85
2/16/11 0:00,47,28,37.5,0,0,40.84,-73.85
2/17/11 0:00,62,46,54,0,0,40.84,-73.85
2/18/11 0:00,67,43,55,0,0,40.84,-73.85
2/19/11 0:00,55,25,40,0,0,40.84,-73.85
2/20/11 0:00,40,23,31.5,0,0,40.84,-73.85
2/21/11 0:00,39,26,32.5,0.38,4.5,40.84,-73.85
2/22/11 0:00,35,19,27,0,0,40.84,-73.85
2/23/11 0:00,41,24,32.5,0,0,40.84,-73.85
2/24/11 0:00,44,27,35.5,0.02,0,40.84,-73.85
2/25/11 0:00,53,35,44,1.44,0,40.84,-73.85
2/26/11 0:00,43,32,37.5,0,0,40.84,-73.85
2/27/11 0:00,51,37,44,0,0,40.84,-73.85
2/28/11 0:00,60,41,50.5,0.46,0,40.84,-73.85
3/1/11 0:00,45,35,40,0,0,40.84,-73.85
3/2/11 0:00,55,27,41,0,0,40.84,-73.85
3/3/11 0:00,33,21,27,0,0,40.84,-73.85
3/4/11 0:00,43,28,35.5,0,0,40.84,-73.85
3/5/11 0:00,60,39,49.5,0.02,0,40.84,-73.85
3/6/11 0:00,56,49,52.5,2.33,0,40.84,-73.85
3/7/11 0:00,55,36,45.5,0.11,0,40.84,-73.85
3/8/11 0:00,48,31,39.5,0,0,40.84,-73.85
3/9/11 0:00,46,35,40.5,0.01,0,40.84,-73.85
3/10/11 0:00,54,39,46.5,1.49,0,40.84,-73.85
3/11/11 0:00,57,43,50,1.17,0,40.84,-73.85
3/12/11 0:00,57,40,48.5,0,0,40.84,-73.85
3/13/11 0:00,52,43,47.5,0,0,40.84,-73.85
3/14/11 0:00,46,40,43,0,0,40.84,-73.85
3/15/11 0:00,48,36,42,0,0,40.84,-73.85
3/16/11 0:00,56,39,47.5,0.46,0,40.84,-73.85
3/17/11 0:00,64,46,55,0,0,40.84,-73.85
3/18/11 0:00,77,52,64.5,0,0,40.84,-73.85
3/19/11 0:00,61,41,51,0,0,40.84,-73.85
3/20/11 0:00,49,36,42.5,0,0,40.84,-73.85
3/21/11 0:00,45,37,41,0.45,0,40.84,-73.85
3/22/11 0:00,51,42,46.5,0,0,40.84,-73.85
3/23/11 0:00,43,35,39,0.52,0.2,40.84,-73.85
3/24/11 0:00,45,32,38.5,0.1,1.1,40.84,-73.85
3/25/11 0:00,44,31,37.5,0,0,40.84,-73.85
3/26/11 0:00,41,28,34.5,0,0,40.84,-73.85
3/27/11 0:00,45,29,37,0,0,40.84,-73.85
3/28/11 0:00,47,29,38,0,0,40.84,-73.85
3/29/11 0:00,49,34,41.5,0,0,40.84,-73.85
3/30/11 0:00,53,39,46,0,0,40.84,-73.85
3/31/11 0:00,44,38,41,0.14,0,40.84,-73.85
4/1/11 0:00,-,-,-,-,-,40.84,-73.85
4/2/11 0:00,-,-,-,-,-,40.84,-73.85
4/3/11 0:00,-,-,-,-,-,40.84,-73.85
4/4/11 0:00,-,-,-,-,-,40.84,-73.85
4/5/11 0:00,-,-,-,-,-,40.84,-73.85
4/6/11 0:00,-,-,-,-,-,40.84,-73.85
4/7/11 0:00,-,-,-,-,-,40.84,-73.85
4/8/11 0:00,-,-,-,-,-,40.84,-73.85
4/9/11 0:00,-,-,-,-,-,40.84,-73.85
4/10/11 0:00,-,-,-,-,-,40.84,-73.85
4/11/11 0:00,-,-,-,-,-,40.84,-73.85
4/12/11 0:00,-,-,-,-,-,40.84,-73.85
4/13/11 0:00,-,-,-,-,-,40.84,-73.85
4/14/11 0:00,-,-,-,-,-,40.84,-73.85
4/15/11 0:00,-,-,-,-,-,40.84,-73.85
4/16/11 0:00,-,-,-,-,-,40.84,-73.85
4/17/11 0:00,-,-,-,-,-,40.84,-73.85
4/18/11 0:00,-,-,-,-,-,40.84,-73.85
4/19/11 0:00,-,-,-,-,-,40.84,-73.85
4/20/11 0:00,-,-,-,-,-,40.84,-73.85
4/21/11 0:00,-,-,-,-,-,40.84,-73.85
4/22/11 0:00,-,-,-,-,-,40.84,-73.85
4/23/11 0:00,-,-,-,-,-,40.84,-73.85
4/24/11 0:00,-,-,-,-,-,40.84,-73.85
4/25/11 0:00,-,-,-,-,-,40.84,-73.85
4/26/11 0:00,-,-,-,-,-,40.84,-73.85
4/27/11 0:00,-,-,-,-,-,40.84,-73.85
4/28/11 0:00,-,-,-,-,-,40.84,-73.85
4/29/11 0:00,-,-,-,-,-,40.84,-73.85
4/30/11 0:00,-,-,-,-,-,40.84,-73.85
5/1/11 0:00,69,51,60,0,0,40.84,-73.85
5/2/11 0:00,63,51,57,0,0,40.84,-73.85
5/3/11 0:00,70,55,62.5,0,0,40.84,-73.85
5/4/11 0:00,65,49,57,0.54,0,40.84,-73.85
5/5/11 0:00,66,48,57,0,0,40.84,-73.85
5/6/11 0:00,72,53,62.5,0,0,40.84,-73.85
5/7/11 0:00,72,56,64,0,0,40.84,-73.85
5/8/11 0:00,72,55,63.5,0,0,40.84,-73.85
5/9/11 0:00,71,57,64,0,0,40.84,-73.85
5/10/11 0:00,74,56,65,0,0,40.84,-73.85
5/11/11 0:00,69,56,62.5,0,0,40.84,-73.85
5/12/11 0:00,74,55,64.5,0,0,40.84,-73.85
5/13/11 0:00,67,54,60.5,0,0,40.84,-73.85
5/14/11 0:00,66,58,62,0,0,40.84,-73.85
5/15/11 0:00,70,58,64,0.64,0,40.84,-73.85
5/16/11 0:00,64,54,59,0.02,0,40.84,-73.85
5/17/11 0:00,58,54,56,1.24,0,40.84,-73.85
5/18/11 0:00,63,55,59,1.76,0,40.84,-73.85
5/19/11 0:00,70,58,64,0,0,40.84,-73.85
5/20/11 0:00,68,59,63.5,0.12,0,40.84,-73.85
5/21/11 0:00,76,57,66.5,0.11,0,40.84,-73.85
5/22/11 0:00,60,55,57.5,0,0,40.84,-73.85
5/23/11 0:00,66,56,61,0.31,0,40.84,-73.85
5/24/11 0:00,83,64,73.5,0,0,40.84,-73.85
5/25/11 0:00,85,67,76,0,0,40.84,-73.85
5/26/11 0:00,82,63,72.5,0,0,40.84,-73.85
5/27/11 0:00,84,64,74,0,0,40.84,-73.85
5/28/11 0:00,85,67,76,0,0,40.84,-73.85
5/29/11 0:00,84,67,75.5,0,0,40.84,-73.85
5/30/11 0:00,88,71,79.5,0.29,0,40.84,-73.85
5/31/11 0:00,88,71,79.5,0,0,40.84,-73.85
6/1/11 0:00,91,70,80.5,0,0,40.84,-73.85
6/2/11 0:00,82,64,73,0,0,40.84,-73.85
6/3/11 0:00,78,59,68.5,0,0,40.84,-73.85
6/4/11 0:00,77,60,68.5,0,0,40.84,-73.85
6/5/11 0:00,70,58,64,0,0,40.84,-73.85
6/6/11 0:00,81,63,72,0,0,40.84,-73.85
6/7/11 0:00,90,68,79,0,0,40.84,-73.85
6/8/11 0:00,96,76,86,0,0,40.84,-73.85
6/9/11 0:00,97,71,84,0.16,0,40.84,-73.85
6/10/11 0:00,87,72,79.5,0,0,40.84,-73.85
6/11/11 0:00,72,60,66,0.43,0,40.84,-73.85
6/12/11 0:00,72,59,65.5,0,0,40.84,-73.85
6/13/11 0:00,74,61,67.5,0.04,0,40.84,-73.85
6/14/11 0:00,70,61,65.5,0.09,0,40.84,-73.85
6/15/11 0:00,83,60,71.5,0,0,40.84,-73.85
6/16/11 0:00,87,64,75.5,0,0,40.84,-73.85
6/17/11 0:00,80,65,72.5,2.53,0,40.84,-73.85
6/18/11 0:00,85,64,74.5,0.01,0,40.84,-73.85
6/19/11 0:00,83,71,77,0,0,40.84,-73.85
6/20/11 0:00,81,67,74,0,0,40.84,-73.85
6/21/11 0:00,85,73,79,0,0,40.84,-73.85
6/22/11 0:00,80,72,76,0.14,0,40.84,-73.85
6/23/11 0:00,72,67,69.5,0.51,0,40.84,-73.85
6/24/11 0:00,68,66,67,0.03,0,40.84,-73.85
6/25/11 0:00,82,65,73.5,0,0,40.84,-73.85
6/26/11 0:00,82,69,75.5,0,0,40.84,-73.85
6/27/11 0:00,85,69,77,0,0,40.84,-73.85
6/28/11 0:00,85,73,79,0,0,40.84,-73.85
6/29/11 0:00,83,71,77,0.17,0,40.84,-73.85
6/30/11 0:00,83,67,75,0,0,40.84,-73.85
7/1/11 0:00,-,-,-,-,-,40.84,-73.85
7/2/11 0:00,-,-,-,-,-,40.84,-73.85
7/3/11 0:00,-,-,-,-,-,40.84,-73.85
7/4/11 0:00,-,-,-,-,-,40.84,-73.85
7/5/11 0:00,-,-,-,-,-,40.84,-73.85
7/6/11 0:00,-,-,-,-,-,40.84,-73.85
7/7/11 0:00,-,-,-,-,-,40.84,-73.85
7/8/11 0:00,-,-,-,-,-,40.84,-73.85
7/9/11 0:00,-,-,-,-,-,40.84,-73.85
7/10/11 0:00,-,-,-,-,-,40.84,-73.85
7/11/11 0:00,-,-,-,-,-,40.84,-73.85
7/12/11 0:00,-,-,-,-,-,40.84,-73.85
7/13/11 0:00,-,-,-,-,-,40.84,-73.85
7/14/11 0:00,-,-,-,-,-,40.84,-73.85
7/15/11 0:00,-,-,-,-,-,40.84,-73.85
7/16/11 0:00,-,-,-,-,-,40.84,-73.85
7/17/11 0:00,-,-,-,-,-,40.84,-73.85
7/18/11 0:00,-,-,-,-,-,40.84,-73.85
7/19/11 0:00,-,-,-,-,-,40.84,-73.85
7/20/11 0:00,-,-,-,-,-,40.84,-73.85
7/21/11 0:00,-,-,-,-,-,40.84,-73.85
7/22/11 0:00,-,-,-,-,-,40.84,-73.85
7/23/11 0:00,-,-,-,-,-,40.84,-73.85
7/24/11 0:00,-,-,-,-,-,40.84,-73.85
7/25/11 0:00,-,-,-,-,-,40.84,-73.85
7/26/11 0:00,-,-,-,-,-,40.84,-73.85
7/27/11 0:00,-,-,-,-,-,40.84,-73.85
7/28/11 0:00,-,-,-,-,-,40.84,-73.85
7/29/11 0:00,-,-,-,-,-,40.84,-73.85
7/30/11 0:00,-,-,-,-,-,40.84,-73.85
7/31/11 0:00,-,-,-,-,-,40.84,-73.85
8/1/11 0:00,92,74,83,0.29,0,40.84,-73.85
8/2/11 0:00,90,75,82.5,0,0,40.84,-73.85
8/3/11 0:00,86,70,78,0.86,0,40.84,-73.85
8/4/11 0:00,83,69,76,0.01,0,40.84,-73.85
8/5/11 0:00,87,72,79.5,0,0,40.84,-73.85
8/6/11 0:00,84,74,79,0.11,0,40.84,-73.85
8/7/11 0:00,91,74,82.5,0.33,0,40.84,-73.85
8/8/11 0:00,90,75,82.5,0,0,40.84,-73.85
8/9/11 0:00,82,72,77,1.82,0,40.84,-73.85
8/10/11 0:00,86,72,79,0,0,40.84,-73.85
8/11/11 0:00,82,71,76.5,0,0,40.84,-73.85
8/12/11 0:00,84,69,76.5,0,0,40.84,-73.85
8/13/11 0:00,87,71,79,0,0,40.84,-73.85
8/14/11 0:00,75,70,72.5,5.05,0,40.84,-73.85
8/15/11 0:00,77,70,73.5,0.23,0,40.84,-73.85
8/16/11 0:00,79,65,72,0.01,0,40.84,-73.85
8/17/11 0:00,86,70,78,0,0,40.84,-73.85
8/18/11 0:00,85,73,79,0.03,0,40.84,-73.85
8/19/11 0:00,86,67,76.5,0.57,0,40.84,-73.85
8/20/11 0:00,86,68,77,0.01,0,40.84,-73.85
8/21/11 0:00,85,72,78.5,0.53,0,40.84,-73.85
8/22/11 0:00,78,68,73,0.01,0,40.84,-73.85
8/23/11 0:00,79,65,72,0,0,40.84,-73.85
8/24/11 0:00,81,69,75,0,0,40.84,-73.85
8/25/11 0:00,81,74,77.5,0.6,0,40.84,-73.85
8/26/11 0:00,85,73,79,0,0,40.84,-73.85
8/27/11 0:00,78,73,75.5,2.33,0,40.84,-73.85
8/28/11 0:00,76,67,71.5,3.63,0,40.84,-73.85
8/29/11 0:00,79,62,70.5,0,0,40.84,-73.85
8/30/11 0:00,81,63,72,0,0,40.84,-73.85
8/31/11 0:00,84,66,75,0,0,40.84,-73.85
9/1/11 0:00,84,69,76.5,0,0,40.84,-73.85
9/2/11 0:00,78,66,72,0,0,40.84,-73.85
9/3/11 0:00,85,69,77,0,0,40.84,-73.85
9/4/11 0:00,88,74,81,0,0,40.84,-73.85
9/5/11 0:00,83,74,78.5,0,0,40.84,-73.85
9/6/11 0:00,75,62,68.5,2.89,0,40.84,-73.85
9/7/11 0:00,68,63,65.5,1.17,0,40.84,-73.85
9/8/11 0:00,76,64,70,1,0,40.84,-73.85
9/9/11 0:00,85,67,76,0,0,40.84,-73.85
9/10/11 0:00,80,70,75,0,0,40.84,-73.85
9/11/11 0:00,74,65,69.5,0,0,40.84,-73.85
9/12/11 0:00,82,68,75,0,0,40.84,-73.85
9/13/11 0:00,85,70,77.5,0,0,40.84,-73.85
9/14/11 0:00,87,73,80,0,0,40.84,-73.85
9/15/11 0:00,77,55,66,0.08,0,40.84,-73.85
9/16/11 0:00,67,52,59.5,0,0,40.84,-73.85
9/17/11 0:00,64,54,59,0,0,40.84,-73.85
9/18/11 0:00,68,56,62,0,0,40.84,-73.85
9/19/11 0:00,68,54,61,0,0,40.84,-73.85
9/20/11 0:00,69,62,65.5,0.06,0,40.84,-73.85
9/21/11 0:00,76,63,69.5,0.03,0,40.84,-73.85
9/22/11 0:00,82,70,76,0.04,0,40.84,-73.85
9/23/11 0:00,73,71,72,2.46,0,40.84,-73.85
9/24/11 0:00,77,71,74,0,0,40.84,-73.85
9/25/11 0:00,80,71,75.5,0,0,40.84,-73.85
9/26/11 0:00,82,70,76,0,0,40.84,-73.85
9/27/11 0:00,78,70,74,0,0,40.84,-73.85
9/28/11 0:00,74,69,71.5,0.3,0,40.84,-73.85
9/29/11 0:00,75,64,69.5,0.56,0,40.84,-73.85
9/30/11 0:00,77,61,69,0.59,0,40.84,-73.85
10/1/11 0:00,67,51,59,0.29,0,40.84,-73.85
10/2/11 0:00,66,50,58,0.02,0,40.84,-73.85
10/3/11 0:00,60,52,56,0.03,0,40.84,-73.85
10/4/11 0:00,65,51,58,0,0,40.84,-73.85
10/5/11 0:00,73,56,64.5,0,0,40.84,-73.85
10/6/11 0:00,68,51,59.5,0,0,40.84,-73.85
10/7/11 0:00,66,51,58.5,0,0,40.84,-73.85
10/8/11 0:00,78,55,66.5,0,0,40.84,-73.85
10/9/11 0:00,84,59,71.5,0,0,40.84,-73.85
10/10/11 0:00,82,63,72.5,0,0,40.84,-73.85
10/11/11 0:00,72,64,68,0,0,40.84,-73.85
10/12/11 0:00,64,60,62,0.06,0,40.84,-73.85
10/13/11 0:00,66,60,63,0.15,0,40.84,-73.85
10/14/11 0:00,71,60,65.5,0.66,0,40.84,-73.85
10/15/11 0:00,67,57,62,0,0,40.84,-73.85
10/16/11 0:00,68,57,62.5,0,0,40.84,-73.85
10/17/11 0:00,67,59,63,0,0,40.84,-73.85
10/18/11 0:00,70,57,63.5,0,0,40.84,-73.85
10/19/11 0:00,64,61,62.5,0.89,0,40.84,-73.85
10/20/11 0:00,69,57,63,0.02,0,40.84,-73.85
10/21/11 0:00,59,52,55.5,0,0,40.84,-73.85
10/22/11 0:00,62,50,56,0,0,40.84,-73.85
10/23/11 0:00,60,53,56.5,0,0,40.84,-73.85
10/24/11 0:00,63,50,56.5,0,0,40.84,-73.85
10/25/11 0:00,63,53,58,0,0,40.84,-73.85
10/26/11 0:00,63,52,57.5,0,0,40.84,-73.85
10/27/11 0:00,61,40,50.5,0.63,0,40.84,-73.85
10/28/11 0:00,50,39,44.5,0,0,40.84,-73.85
10/29/11 0:00,46,34,40,1.85,3.3,40.84,-73.85
10/30/11 0:00,47,35,41,0.01,0,40.84,-73.85
10/31/11 0:00,54,36,45,0,0,40.84,-73.85
11/1/11 0:00,55,46,50.5,0,0,40.84,-73.85
11/2/11 0:00,58,41,49.5,0,0,40.84,-73.85
11/3/11 0:00,62,46,54,0,0,40.84,-73.85
11/4/11 0:00,54,43,48.5,0,0,40.84,-73.85
11/5/11 0:00,50,38,44,0,0,40.84,-73.85
11/6/11 0:00,57,38,47.5,0,0,40.84,-73.85
11/7/11 0:00,64,47,55.5,0,0,40.84,-73.85
11/8/11 0:00,68,51,59.5,0,0,40.84,-73.85
11/9/11 0:00,66,50,58,0,0,40.84,-73.85
11/10/11 0:00,66,50,58,0.01,0,40.84,-73.85
11/11/11 0:00,50,44,47,0.01,0,40.84,-73.85
11/12/11 0:00,58,41,49.5,0,0,40.84,-73.85
11/13/11 0:00,60,48,54,0,0,40.84,-73.85
11/14/11 0:00,70,55,62.5,0,0,40.84,-73.85
11/15/11 0:00,66,60,63,0.01,0,40.84,-73.85
11/16/11 0:00,60,56,58,0.69,0,40.84,-73.85
11/17/11 0:00,56,42,49,0.12,0,40.84,-73.85
11/18/11 0:00,47,38,42.5,0,0,40.84,-73.85
11/19/11 0:00,53,41,47,0,0,40.84,-73.85
11/20/11 0:00,65,51,58,0,0,40.84,-73.85
11/21/11 0:00,60,47,53.5,0.13,0,40.84,-73.85
11/22/11 0:00,51,44,47.5,1.3,0,40.84,-73.85
11/23/11 0:00,54,41,47.5,0.4,0,40.84,-73.85
11/24/11 0:00,54,39,46.5,0,0,40.84,-73.85
11/25/11 0:00,62,45,53.5,0,0,40.84,-73.85
11/26/11 0:00,65,46,55.5,0,0,40.84,-73.85
11/27/11 0:00,63,43,53,0,0,40.84,-73.85
11/28/11 0:00,68,56,62,0,0,40.84,-73.85
11/29/11 0:00,67,53,60,0.42,0,40.84,-73.85
11/30/11 0:00,54,44,49,0,0,40.84,-73.85
12/1/11 0:00,51,39,45,0,0,40.84,-73.85
12/2/11 0:00,53,38,45.5,0,0,40.84,-73.85
12/3/11 0:00,47,38,42.5,0,0,40.84,-73.85
12/4/11 0:00,55,40,47.5,0,0,40.84,-73.85
12/5/11 0:00,58,47,52.5,0,0,40.84,-73.85
12/6/11 0:00,62,53,57.5,0.27,0,40.84,-73.85
12/7/11 0:00,62,44,53,1.61,0,40.84,-73.85
12/8/11 0:00,46,39,42.5,0.28,0,40.84,-73.85
12/9/11 0:00,52,37,44.5,0,0,40.84,-73.85
12/10/11 0:00,48,35,41.5,0,0,40.84,-73.85
12/11/11 0:00,40,32,36,0,0,40.84,-73.85
12/12/11 0:00,46,34,40,0,0,40.84,-73.85
12/13/11 0:00,47,34,40.5,0,0,40.84,-73.85
12/14/11 0:00,49,38,43.5,0,0,40.84,-73.85
12/15/11 0:00,60,48,54,0,0,40.84,-73.85
12/16/11 0:00,59,43,51,0,0,40.84,-73.85
12/17/11 0:00,44,32,38,0,0,40.84,-73.85
12/18/11 0:00,32,24,28,0,0,40.84,-73.85
12/19/11 0:00,49,27,38,0,0,40.84,-73.85
12/20/11 0:00,49,43,46,0.01,0,40.84,-73.85
12/21/11 0:00,62,42,52,0.18,0,40.84,-73.85
12/22/11 0:00,59,51,55,0.09,0,40.84,-73.85
12/23/11 0:00,51,38,44.5,0.7,0,40.84,-73.85
12/24/11 0:00,38,31,34.5,0,0,40.84,-73.85
12/25/11 0:00,47,31,39,0,0,40.84,-73.85
12/26/11 0:00,46,39,42.5,0,0,40.84,-73.85
12/27/11 0:00,58,39,48.5,1.21,0,40.84,-73.85
12/28/11 0:00,52,33,42.5,0,0,40.84,-73.85
12/29/11 0:00,39,26,32.5,0,0,40.84,-73.85
12/30/11 0:00,52,39,45.5,0,0,40.84,-73.85
12/31/11 0:00,54,45,49.5,0.02,0,40.84,-73.85
1/1/12 0:00,53,44,48.5,0.1,0,40.84,-73.85
1/2/12 0:00,50,35,42.5,0,0,40.84,-73.85
1/3/12 0:00,35,18,26.5,0,0,40.84,-73.85
1/4/12 0:00,30,16,23,0,0,40.84,-73.85
1/5/12 0:00,41,29,35,0,0,40.84,-73.85
1/6/12 0:00,53,37,45,0,0,40.84,-73.85
1/7/12 0:00,62,42,52,0,0,40.84,-73.85
1/8/12 0:00,48,35,41.5,0,0,40.84,-73.85
1/9/12 0:00,43,33,38,0,0,40.84,-73.85
1/10/12 0:00,47,34,40.5,0,0,40.84,-73.85
1/11/12 0:00,47,36,41.5,0.06,0,40.84,-73.85
1/12/12 0:00,44,41,42.5,0.86,0,40.84,-73.85
1/13/12 0:00,48,29,38.5,0.04,0,40.84,-73.85
1/14/12 0:00,33,27,30,0,0,40.84,-73.85
1/15/12 0:00,27,16,21.5,0,0,40.84,-73.85
1/16/12 0:00,36,17,26.5,0.05,0.2,40.84,-73.85
1/17/12 0:00,52,35,43.5,0.19,0,40.84,-73.85
1/18/12 0:00,52,25,38.5,0,0,40.84,-73.85
1/19/12 0:00,37,20,28.5,0,0,40.84,-73.85
1/20/12 0:00,37,25,31,0,0,40.84,-73.85
1/21/12 0:00,28,21,24.5,0.38,3.7,40.84,-73.85
1/22/12 0:00,34,18,26,0,0,40.84,-73.85
1/23/12 0:00,51,34,42.5,0.34,0,40.84,-73.85
1/24/12 0:00,53,43,48,0,0,40.84,-73.85
1/25/12 0:00,44,37,40.5,0,0,40.84,-73.85
1/26/12 0:00,39,34,36.5,0.24,0,40.84,-73.85
1/27/12 0:00,57,39,48,0.52,0,40.84,-73.85
1/28/12 0:00,47,38,42.5,0,0,40.84,-73.85
1/29/12 0:00,44,34,39,0,0,40.84,-73.85
1/30/12 0:00,40,34,37,0,0,40.84,-73.85
1/31/12 0:00,58,38,48,0,0,40.84,-73.85
2/1/12 0:00,61,49,55,0.05,0,40.84,-73.85
2/2/12 0:00,51,36,43.5,0,0,40.84,-73.85
2/3/12 0:00,43,30,36.5,0,0,40.84,-73.85
2/4/12 0:00,46,36,41,0,0,40.84,-73.85
2/5/12 0:00,38,32,35,0,0,40.84,-73.85
2/6/12 0:00,51,34,42.5,0,0,40.84,-73.85
2/7/12 0:00,48,39,43.5,0,0,40.84,-73.85
2/8/12 0:00,39,31,35,0.01,0.2,40.84,-73.85
2/9/12 0:00,46,31,38.5,0,0,40.84,-73.85
2/10/12 0:00,46,35,40.5,0,0,40.84,-73.85
2/11/12 0:00,38,32,35,0.04,0,40.84,-73.85
2/12/12 0:00,33,21,27,0,0,40.84,-73.85
2/13/12 0:00,43,28,35.5,0,0,40.84,-73.85
2/14/12 0:00,45,37,41,0.02,0,40.84,-73.85
2/15/12 0:00,45,39,42,0.03,0,40.84,-73.85
2/16/12 0:00,42,35,38.5,0.22,0,40.84,-73.85
2/17/12 0:00,50,41,45.5,0.04,0,40.84,-73.85
2/18/12 0:00,48,36,42,0.02,0,40.84,-73.85
2/19/12 0:00,43,34,38.5,0,0,40.84,-73.85
2/20/12 0:00,44,31,37.5,0,0,40.84,-73.85
2/21/12 0:00,46,31,38.5,0,0,40.84,-73.85
2/22/12 0:00,56,43,49.5,0,0,40.84,-73.85
2/23/12 0:00,58,45,51.5,0,0,40.84,-73.85
2/24/12 0:00,45,37,41,0.69,0,40.84,-73.85
2/25/12 0:00,46,34,40,0,0,40.84,-73.85
2/26/12 0:00,43,30,36.5,0,0,40.84,-73.85
2/27/12 0:00,53,32,42.5,0,0,40.84,-73.85
2/28/12 0:00,51,40,45.5,0,0,40.84,-73.85
2/29/12 0:00,41,38,39.5,0.39,0,40.84,-73.85
3/1/12 0:00,40,36,38,0.15,0,40.84,-73.85
3/2/12 0:00,41,33,37,0.2,0,40.84,-73.85
3/3/12 0:00,55,40,47.5,0.12,0,40.84,-73.85
3/4/12 0:00,46,37,41.5,0,0,40.84,-73.85
3/5/12 0:00,44,29,36.5,0,0,40.84,-73.85
3/6/12 0:00,44,26,35,0,0,40.84,-73.85
3/7/12 0:00,60,38,49,0,0,40.84,-73.85
3/8/12 0:00,70,50,60,0,0,40.84,-73.85
3/9/12 0:00,62,37,49.5,0.05,0,40.84,-73.85
3/10/12 0:00,42,29,35.5,0,0,40.84,-73.85
3/11/12 0:00,59,37,48,0,0,40.84,-73.85
3/12/12 0:00,68,45,56.5,0,0,40.84,-73.85
3/13/12 0:00,72,52,62,0.05,0,40.84,-73.85
3/14/12 0:00,69,46,57.5,0,0,40.84,-73.85
3/15/12 0:00,47,43,45,0,0,40.84,-73.85
3/16/12 0:00,48,42,45,0.02,0,40.84,-73.85
3/17/12 0:00,60,42,51,0,0,40.84,-73.85
3/18/12 0:00,63,46,54.5,0,0,40.84,-73.85
3/19/12 0:00,72,49,60.5,0,0,40.84,-73.85
3/20/12 0:00,72,52,62,0,0,40.84,-73.85
3/21/12 0:00,64,54,59,0,0,40.84,-73.85
3/22/12 0:00,76,55,65.5,0,0,40.84,-73.85
3/23/12 0:00,72,58,65,0,0,40.84,-73.85
3/24/12 0:00,59,47,53,0.02,0,40.84,-73.85
3/25/12 0:00,49,45,47,0.01,0,40.84,-73.85
3/26/12 0:00,55,35,45,0,0,40.84,-73.85
3/27/12 0:00,51,30,40.5,0,0,40.84,-73.85
3/28/12 0:00,65,45,55,0.02,0,40.84,-73.85
3/29/12 0:00,61,44,52.5,0,0,40.84,-73.85
3/30/12 0:00,54,40,47,0.07,0,40.84,-73.85
3/31/12 0:00,43,39,41,0.25,0,40.84,-73.85
4/1/12 0:00,53,42,47.5,0.48,0,40.84,-73.85
